theta_deg,phi_deg,s01662,s01246,s01572,s00750,s00301
dphase_x_deg,,5.508353,27.860270,-19.604601,46.080185,47.701141
dphase_y_deg,,-147.927048,-164.031433,-157.550903,-148.127121,147.552429
phi_peak_deg,,92.500000,99.500000,82.500000,107.500000,-107.500000
theta_peak_deg,,54.000000,65.000000,60.000000,58.000000,58.000000
0.000000,-179.500000,-18.923828,-31.246094,-54.351562,-44.587891,-39.097656
1.000000,-179.500000,-18.066406,-35.839844,-61.476562,-40.447266,-48.457031
2.000000,-179.500000,-18.041016,-40.277344,-55.539062,-34.798828,-37.441406
3.000000,-179.500000,-18.378906,-30.285156,-53.351562,-31.900391,-33.476562
4.000000,-179.500000,-19.533203,-25.390625,-52.664062,-30.416016,-31.289062
5.000000,-179.500000,-21.271484,-21.984375,-52.414062,-30.423828,-30.679688
6.000000,-179.500000,-24.078125,-19.742188,-52.789062,-31.994141,-31.644531
7.000000,-179.500000,-27.703125,-18.152344,-52.351562,-37.150391,-34.160156
8.000000,-179.500000,-32.796875,-17.285156,-61.664062,-37.212891,-50.832031
9.000000,-179.500000,-49.796875,-16.894531,-53.976562,-28.486328,-32.613281
10.000000,-179.500000,-34.929688,-17.199219,-50.976562,-23.650391,-26.589844
11.000000,-179.500000,-31.789062,-17.988281,-49.351562,-20.736328,-22.933594
12.000000,-179.500000,-31.191406,-19.691406,-49.289062,-18.955078,-20.562500
13.000000,-179.500000,-32.007812,-21.917969,-48.976562,-17.689453,-18.906250
14.000000,-179.500000,-34.425781,-25.410156,-49.851562,-17.158203,-18.179688
15.000000,-179.500000,-38.117188,-29.871094,-55.476562,-17.033203,-17.695312
16.000000,-179.500000,-46.015625,-40.402344,-54.414062,-17.791016,-18.119141
17.000000,-179.500000,-41.781250,-35.777344,-50.101562,-18.689453,-18.722656
18.000000,-179.500000,-37.656250,-31.402344,-48.695312,-20.326172,-19.962891
19.000000,-179.500000,-35.996094,-29.941406,-47.882812,-22.548828,-21.648438
20.000000,-179.500000,-35.621094,-30.230469,-47.351562,-25.974609,-24.488281
21.000000,-179.500000,-36.531250,-31.636719,-48.445312,-30.478516,-28.335938
22.000000,-179.500000,-38.562500,-33.730469,-47.601562,-39.962891,-32.613281
23.000000,-179.500000,-41.328125,-36.308594,-64.414062,-38.650391,-50.925781
24.000000,-179.500000,-55.078125,-46.496094,-50.914062,-33.330078,-35.253906
25.000000,-179.500000,-42.625000,-37.277344,-48.945312,-31.306641,-32.253906
26.000000,-179.500000,-39.781250,-35.261719,-48.039062,-31.142578,-31.277344
27.000000,-179.500000,-38.781250,-34.675781,-47.789062,-32.158203,-31.683594
28.000000,-179.500000,-38.890625,-35.082031,-47.539062,-34.431641,-33.429688
29.000000,-179.500000,-39.710938,-35.972656,-47.726562,-37.916016,-36.464844
30.000000,-179.500000,-41.945312,-37.621094,-48.851562,-45.650391,-37.707031
31.000000,-179.500000,-42.984375,-38.058594,-61.414062,-43.775391,-72.238281
32.000000,-179.500000,-58.390625,-61.589844,-51.164062,-39.197266,-38.925781
33.000000,-179.500000,-44.765625,-40.277344,-48.757812,-36.994141,-37.207031
34.000000,-179.500000,-42.296875,-38.605469,-48.164062,-36.291016,-36.757812
35.000000,-179.500000,-41.210938,-38.542969,-48.070312,-36.751953,-36.582031
36.000000,-179.500000,-40.953125,-38.535156,-48.164062,-37.947266,-37.408203
37.000000,-179.500000,-41.210938,-38.792969,-48.164062,-40.111328,-39.273438
38.000000,-179.500000,-42.078125,-40.261719,-48.664062,-42.681641,-41.792969
39.000000,-179.500000,-43.921875,-41.855469,-50.476562,-54.650391,-45.800781
40.000000,-179.500000,-43.546875,-43.027344,-60.664062,-45.837891,-53.800781
41.000000,-179.500000,-59.453125,-53.964844,-51.789062,-41.806641,-44.941406
42.000000,-179.500000,-45.359375,-44.183594,-49.664062,-40.103516,-42.390625
43.000000,-179.500000,-42.703125,-41.433594,-49.195312,-39.533203,-40.898438
44.000000,-179.500000,-41.546875,-40.558594,-49.039062,-39.666016,-40.304688
45.000000,-179.500000,-41.375000,-40.058594,-49.226562,-40.455078,-40.532227
46.000000,-179.500000,-41.640625,-40.191406,-49.132812,-41.673828,-41.464844
47.000000,-179.500000,-42.265625,-40.496094,-49.007812,-43.822266,-42.812500
48.000000,-179.500000,-43.312500,-41.308594,-49.101562,-44.525391,-44.378906
49.000000,-179.500000,-44.984375,-42.464844,-49.101562,-56.587891,-45.832031
50.000000,-179.500000,-46.359375,-43.464844,-74.101562,-47.306641,-57.238281
51.000000,-179.500000,-53.765625,-52.214844,-52.539062,-44.119141,-46.457031
52.000000,-179.500000,-51.359375,-48.246094,-51.289062,-42.806641,-44.675781
53.000000,-179.500000,-47.734375,-45.121094,-50.789062,-42.134766,-43.707031
54.000000,-179.500000,-46.250000,-44.371094,-51.039062,-41.900391,-43.164062
55.000000,-179.500000,-45.515625,-43.550781,-51.039062,-42.001953,-42.957031
56.000000,-179.500000,-45.273438,-42.996094,-51.226562,-42.322266,-43.039062
57.000000,-179.500000,-45.250000,-42.769531,-51.070312,-43.009766,-43.519531
58.000000,-179.500000,-45.484375,-43.074219,-51.601562,-43.978516,-44.339844
59.000000,-179.500000,-45.960938,-43.347656,-51.414062,-45.400391,-45.238281
60.000000,-179.500000,-46.828125,-44.136719,-51.101562,-47.025391,-46.160156
61.000000,-179.500000,-47.703125,-44.871094,-51.851562,-50.087891,-47.613281
62.000000,-179.500000,-49.296875,-45.871094,-52.164062,-55.525391,-49.144531
63.000000,-179.500000,-51.734375,-46.464844,-72.726562,-47.556641,-58.613281
64.000000,-179.500000,-53.453125,-48.839844,-55.601562,-45.712891,-49.769531
65.000000,-179.500000,-64.015625,-56.027344,-54.164062,-44.525391,-47.925781
66.000000,-179.500000,-53.484375,-49.621094,-53.351562,-43.900391,-47.050781
67.000000,-179.500000,-51.109375,-47.871094,-53.601562,-43.462891,-46.441406
68.000000,-179.500000,-49.640625,-46.839844,-53.851562,-43.369141,-45.941406
69.000000,-179.500000,-49.015625,-46.292969,-53.914062,-43.462891,-45.636719
70.000000,-179.500000,-48.593750,-45.917969,-54.070312,-43.634766,-45.464844
71.000000,-179.500000,-48.156250,-45.433594,-53.570312,-43.884766,-45.441406
72.000000,-179.500000,-47.929688,-45.261719,-53.507812,-44.306641,-45.527344
73.000000,-179.500000,-47.765625,-45.261719,-53.570312,-44.744141,-45.824219
74.000000,-179.500000,-47.703125,-45.316406,-53.820312,-45.197266,-46.175781
75.000000,-179.500000,-47.695312,-45.378906,-53.820312,-45.681641,-46.597656
76.000000,-179.500000,-47.859375,-45.589844,-53.914062,-46.244141,-47.042969
77.000000,-179.500000,-48.007812,-45.878906,-54.070312,-46.869141,-47.628906
78.000000,-179.500000,-48.125000,-46.144531,-54.226562,-47.525391,-48.160156
79.000000,-179.500000,-48.250000,-46.386719,-54.289062,-48.150391,-48.707031
80.000000,-179.500000,-48.453125,-46.605469,-54.414062,-48.775391,-49.269531
81.000000,-179.500000,-48.593750,-46.902344,-54.664062,-49.494141,-49.910156
82.000000,-179.500000,-48.890625,-47.230469,-55.164062,-50.212891,-50.488281
83.000000,-179.500000,-49.093750,-47.496094,-55.414062,-50.962891,-51.082031
84.000000,-179.500000,-49.187500,-47.714844,-55.664062,-51.775391,-51.519531
85.000000,-179.500000,-49.421875,-48.027344,-56.101562,-52.587891,-52.019531
86.000000,-179.500000,-49.640625,-48.355469,-56.601562,-53.337891,-52.550781
87.000000,-179.500000,-49.765625,-48.527344,-56.789062,-54.025391,-52.863281
88.000000,-179.500000,-49.984375,-48.746094,-57.226562,-54.775391,-53.238281
89.000000,-179.500000,-50.203125,-49.042969,-57.539062,-55.337891,-53.675781
90.000000,-179.500000,-50.359375,-49.230469,-57.851562,-55.525391,-53.925781
91.000000,-179.500000,-50.328125,-49.261719,-57.914062,-55.400391,-53.957031
92.000000,-179.500000,-50.296875,-49.324219,-57.851562,-55.275391,-53.957031
93.000000,-179.500000,-50.296875,-49.417969,-57.914062,-54.962891,-53.925781
94.000000,-179.500000,-50.265625,-49.417969,-57.851562,-54.525391,-53.800781
95.000000,-179.500000,-50.078125,-49.261719,-57.601562,-53.837891,-53.519531
96.000000,-179.500000,-49.890625,-49.167969,-57.351562,-53.275391,-53.253906
97.000000,-179.500000,-49.890625,-49.152344,-57.164062,-52.900391,-52.972656
98.000000,-179.500000,-49.734375,-49.011719,-56.914062,-52.306641,-52.613281
99.000000,-179.500000,-49.515625,-48.761719,-56.476562,-51.744141,-52.144531
100.000000,-179.500000,-49.390625,-48.636719,-56.226562,-51.306641,-51.816406
101.000000,-179.500000,-49.421875,-48.589844,-56.039062,-50.994141,-51.472656
102.000000,-179.500000,-49.375000,-48.527344,-55.914062,-50.650391,-51.152344
103.000000,-179.500000,-49.406250,-48.464844,-55.851562,-50.369141,-50.761719
104.000000,-179.500000,-49.406250,-48.417969,-55.601562,-49.994141,-50.457031
105.000000,-179.500000,-49.593750,-48.480469,-55.414062,-49.822266,-50.144531
106.000000,-179.500000,-49.656250,-48.558594,-55.289062,-49.525391,-49.964844
107.000000,-179.500000,-49.843750,-48.621094,-55.164062,-49.447266,-49.792969
108.000000,-179.500000,-50.125000,-48.855469,-55.039062,-49.306641,-49.824219
109.000000,-179.500000,-50.609375,-49.214844,-54.914062,-49.353516,-49.910156
110.000000,-179.500000,-51.109375,-49.605469,-54.851562,-49.384766,-50.199219
111.000000,-179.500000,-51.578125,-49.839844,-54.601562,-49.462891,-50.511719
112.000000,-179.500000,-51.984375,-50.308594,-54.664062,-49.728516,-51.042969
113.000000,-179.500000,-53.515625,-50.277344,-54.539062,-50.134766,-51.488281
114.000000,-179.500000,-54.640625,-51.339844,-54.289062,-50.244141,-51.988281
115.000000,-179.500000,-66.453125,-60.089844,-55.101562,-50.556641,-52.832031
116.000000,-179.500000,-57.390625,-55.402344,-55.476562,-51.337891,-53.238281
117.000000,-179.500000,-54.671875,-52.589844,-75.539062,-52.337891,-62.925781
118.000000,-179.500000,-52.859375,-51.714844,-57.226562,-59.837891,-54.738281
119.000000,-179.500000,-52.328125,-51.558594,-55.289062,-54.900391,-52.425781
120.000000,-179.500000,-51.687500,-50.917969,-54.289062,-51.181641,-51.144531
121.000000,-179.500000,-51.578125,-50.675781,-53.851562,-49.681641,-50.628906
122.000000,-179.500000,-51.171875,-50.371094,-53.539062,-48.494141,-49.941406
123.000000,-179.500000,-51.289062,-50.464844,-53.351562,-47.962891,-49.621094
124.000000,-179.500000,-51.390625,-50.546875,-53.164062,-47.556641,-49.410156
125.000000,-179.500000,-51.906250,-50.980469,-53.101562,-47.416016,-49.472656
126.000000,-179.500000,-52.484375,-51.042969,-52.976562,-47.369141,-49.871094
127.000000,-179.500000,-53.359375,-51.589844,-53.039062,-47.556641,-50.503906
128.000000,-179.500000,-56.578125,-53.777344,-53.726562,-47.337891,-51.144531
129.000000,-179.500000,-60.390625,-59.527344,-53.539062,-47.837891,-50.832031
130.000000,-179.500000,-53.390625,-51.964844,-77.914062,-49.806641,-62.675781
131.000000,-179.500000,-51.546875,-50.058594,-55.664062,-60.400391,-52.082031
132.000000,-179.500000,-50.203125,-49.074219,-53.351562,-49.087891,-49.707031
133.000000,-179.500000,-49.718750,-48.496094,-52.289062,-46.462891,-48.753906
134.000000,-179.500000,-49.109375,-47.683594,-51.289062,-45.025391,-47.972656
135.000000,-179.500000,-48.890625,-47.027344,-50.476562,-44.462891,-47.347656
136.000000,-179.500000,-48.453125,-45.527344,-49.914062,-43.837891,-47.113281
137.000000,-179.500000,-48.671875,-44.183594,-49.851562,-43.556641,-47.238281
138.000000,-179.500000,-49.578125,-44.964844,-50.601562,-43.119141,-47.238281
139.000000,-179.500000,-64.765625,-56.589844,-51.351562,-43.462891,-47.488281
140.000000,-179.500000,-50.515625,-47.277344,-62.476562,-45.900391,-56.238281
141.000000,-179.500000,-48.203125,-43.777344,-54.351562,-55.900391,-49.019531
142.000000,-179.500000,-47.015625,-42.683594,-51.539062,-45.275391,-45.675781
143.000000,-179.500000,-46.828125,-42.308594,-50.289062,-42.931641,-43.863281
144.000000,-179.500000,-46.515625,-41.683594,-49.726562,-41.431641,-42.582031
145.000000,-179.500000,-46.359375,-41.402344,-49.164062,-41.119141,-41.613281
146.000000,-179.500000,-46.890625,-40.714844,-48.851562,-40.587891,-40.957031
147.000000,-179.500000,-47.203125,-40.371094,-48.539062,-40.681641,-40.800781
148.000000,-179.500000,-62.453125,-64.402344,-50.289062,-41.462891,-40.394531
149.000000,-179.500000,-46.828125,-41.558594,-62.851562,-45.244141,-74.425781
150.000000,-179.500000,-44.859375,-38.964844,-51.726562,-47.900391,-39.457031
151.000000,-179.500000,-44.140625,-39.371094,-48.539062,-41.181641,-38.113281
152.000000,-179.500000,-43.578125,-38.996094,-47.789062,-39.119141,-37.613281
153.000000,-179.500000,-43.171875,-38.683594,-47.164062,-38.494141,-37.425781
154.000000,-179.500000,-42.953125,-38.246094,-46.976562,-37.619141,-36.550781
155.000000,-179.500000,-43.578125,-38.808594,-47.164062,-37.869141,-36.269531
156.000000,-179.500000,-56.828125,-50.527344,-47.726562,-38.619141,-37.019531
157.000000,-179.500000,-44.140625,-40.871094,-64.414062,-42.650391,-52.675781
158.000000,-179.500000,-41.734375,-37.996094,-50.226562,-44.806641,-36.175781
159.000000,-179.500000,-41.328125,-37.496094,-48.476562,-36.931641,-33.332031
160.000000,-179.500000,-40.703125,-36.902344,-47.476562,-33.244141,-31.300781
161.000000,-179.500000,-40.984375,-37.402344,-47.601562,-31.712891,-30.613281
162.000000,-179.500000,-41.703125,-37.964844,-48.039062,-29.712891,-29.019531
163.000000,-179.500000,-44.578125,-41.433594,-48.726562,-29.150391,-28.644531
164.000000,-179.500000,-48.828125,-47.277344,-53.539062,-28.806641,-28.332031
165.000000,-179.500000,-42.359375,-38.902344,-56.101562,-29.525391,-29.425781
166.000000,-179.500000,-40.546875,-35.683594,-51.664062,-30.025391,-30.050781
167.000000,-179.500000,-39.953125,-34.246094,-50.039062,-30.681641,-31.207031
168.000000,-179.500000,-39.328125,-32.871094,-49.789062,-32.119141,-32.582031
169.000000,-179.500000,-39.296875,-32.746094,-50.039062,-34.306641,-35.207031
170.000000,-179.500000,-40.984375,-32.769531,-51.789062,-37.244141,-36.925781
171.000000,-179.500000,-56.078125,-33.371094,-54.226562,-41.212891,-39.644531
172.000000,-179.500000,-43.328125,-34.269531,-64.351562,-48.962891,-57.238281
173.000000,-179.500000,-42.132812,-36.011719,-56.851562,-50.337891,-44.019531
174.000000,-179.500000,-40.453125,-38.105469,-55.976562,-45.806641,-43.472656
175.000000,-179.500000,-39.296875,-40.636719,-56.726562,-45.630859,-45.109375
176.000000,-179.500000,-38.890625,-43.933594,-57.664062,-45.950195,-46.522705
177.000000,-179.500000,-38.671875,-48.183594,-59.101562,-47.806641,-48.863281
178.000000,-179.500000,-38.515625,-56.652344,-61.101562,-49.849609,-51.160156
179.000000,-179.500000,-38.140625,-50.042969,-67.726562,-51.119141,-58.300781
180.000000,-179.500000,-37.640625,-45.714844,-67.851562,-57.025391,-52.644531
0.000000,-178.500000,-18.785156,-31.339844,-47.226562,-41.619141,-40.566406
1.000000,-178.500000,-17.878906,-36.261719,-52.101562,-40.244141,-44.019531
2.000000,-178.500000,-17.734375,-39.089844,-53.164062,-35.412109,-38.261719
3.000000,-178.500000,-18.187500,-30.875000,-51.039062,-32.318359,-33.683594
4.000000,-178.500000,-19.253906,-25.121094,-50.507812,-30.748047,-31.476562
5.000000,-178.500000,-21.068359,-21.605469,-50.507812,-30.673828,-30.652344
6.000000,-178.500000,-23.986328,-19.183594,-50.789062,-31.681641,-31.757812
7.000000,-178.500000,-28.124023,-17.660156,-50.132812,-36.806641,-34.941406
8.000000,-178.500000,-33.476562,-16.652344,-53.664062,-37.416016,-47.144531
9.000000,-178.500000,-44.140625,-16.339844,-50.007812,-29.017578,-33.597656
10.000000,-178.500000,-36.144531,-16.558594,-47.757812,-23.900391,-26.660156
11.000000,-178.500000,-32.888672,-17.402344,-46.570312,-20.994141,-22.855469
12.000000,-178.500000,-31.791016,-18.917969,-46.601562,-19.056641,-20.324219
13.000000,-178.500000,-32.537109,-21.230469,-46.445312,-17.900391,-18.792969
14.000000,-178.500000,-34.750000,-24.738281,-46.851562,-17.353516,-17.921875
15.000000,-178.500000,-38.125000,-29.121094,-49.664062,-17.298828,-17.542969
16.000000,-178.500000,-42.921875,-37.902344,-48.914062,-17.916016,-17.789062
17.000000,-178.500000,-41.234375,-35.339844,-45.632812,-18.994141,-18.507812
18.000000,-178.500000,-38.250000,-31.027344,-44.820312,-20.587891,-19.593750
19.000000,-178.500000,-36.773438,-29.589844,-44.632812,-22.955078,-21.398438
20.000000,-178.500000,-36.210938,-29.574219,-45.132812,-26.400391,-24.234375
21.000000,-178.500000,-37.171875,-31.027344,-45.195312,-30.853516,-28.144531
22.000000,-178.500000,-38.859375,-32.933594,-45.539062,-39.119141,-33.332031
23.000000,-178.500000,-41.359375,-34.464844,-52.226562,-38.791016,-45.550781
24.000000,-178.500000,-49.390625,-41.089844,-47.195312,-34.228516,-35.847656
25.000000,-178.500000,-43.359375,-36.402344,-45.226562,-32.275391,-32.199219
26.000000,-178.500000,-40.609375,-34.589844,-44.507812,-31.986328,-31.292969
27.000000,-178.500000,-39.843750,-34.152344,-44.382812,-33.119141,-31.632812
28.000000,-178.500000,-39.734375,-34.191406,-44.820312,-34.884766,-33.359375
29.000000,-178.500000,-40.695312,-35.394531,-45.101562,-37.931641,-36.097656
30.000000,-178.500000,-42.093750,-36.605469,-46.320312,-43.712891,-38.707031
31.000000,-178.500000,-43.453125,-37.839844,-52.289062,-43.431641,-51.738281
32.000000,-178.500000,-51.390625,-52.214844,-47.320312,-39.900391,-40.675781
33.000000,-178.500000,-45.703125,-41.027344,-45.539062,-38.064453,-37.800781
34.000000,-178.500000,-42.906250,-38.449219,-44.820312,-37.431641,-37.046875
35.000000,-178.500000,-42.437500,-38.332031,-44.757812,-37.861328,-36.775391
36.000000,-178.500000,-41.890625,-37.753906,-44.757812,-38.876953,-37.445312
37.000000,-178.500000,-42.218750,-38.085938,-45.195312,-40.697266,-39.128906
38.000000,-178.500000,-42.640625,-39.578125,-45.414062,-41.962891,-41.808594
39.000000,-178.500000,-43.703125,-40.902344,-46.414062,-50.212891,-45.582031
40.000000,-178.500000,-44.421875,-41.433594,-51.601562,-46.181641,-51.550781
41.000000,-178.500000,-56.203125,-47.527344,-47.164062,-42.603516,-45.253906
42.000000,-178.500000,-46.015625,-43.871094,-45.914062,-41.056641,-42.230469
43.000000,-178.500000,-43.796875,-40.855469,-45.476562,-40.681641,-41.107422
44.000000,-178.500000,-41.890625,-39.636719,-45.195312,-40.751953,-40.488281
45.000000,-178.500000,-42.187500,-39.308594,-45.320312,-41.447266,-40.617188
46.000000,-178.500000,-42.140625,-39.222656,-45.226562,-42.009766,-41.195312
47.000000,-178.500000,-42.765625,-39.761719,-46.289062,-43.150391,-42.597656
48.000000,-178.500000,-43.203125,-40.605469,-46.195312,-43.712891,-43.503906
49.000000,-178.500000,-44.640625,-41.308594,-47.695312,-51.462891,-45.738281
50.000000,-178.500000,-45.890625,-41.902344,-57.726562,-46.962891,-53.175781
51.000000,-178.500000,-51.578125,-48.027344,-50.132812,-45.150391,-46.894531
52.000000,-178.500000,-51.234375,-47.214844,-48.414062,-43.400391,-44.332031
53.000000,-178.500000,-48.421875,-45.027344,-47.914062,-42.869141,-43.816406
54.000000,-178.500000,-47.203125,-43.761719,-47.554688,-42.556641,-43.386719
55.000000,-178.500000,-46.625000,-43.027344,-47.304688,-42.744141,-43.277344
56.000000,-178.500000,-46.234375,-42.339844,-47.210938,-42.962891,-43.183594
57.000000,-178.500000,-46.140625,-42.074219,-47.164062,-43.181641,-43.605469
58.000000,-178.500000,-46.218750,-42.207031,-47.523438,-44.337891,-44.144531
59.000000,-178.500000,-46.906250,-42.675781,-47.789062,-46.025391,-44.847656
60.000000,-178.500000,-47.468750,-43.152344,-48.226562,-47.619141,-45.644531
61.000000,-178.500000,-48.593750,-44.011719,-49.007812,-50.525391,-46.675781
62.000000,-178.500000,-50.578125,-44.746094,-50.476562,-54.150391,-48.894531
63.000000,-178.500000,-52.078125,-45.621094,-59.101562,-48.931641,-56.738281
64.000000,-178.500000,-54.015625,-47.621094,-52.476562,-47.275391,-50.394531
65.000000,-178.500000,-62.703125,-52.464844,-51.289062,-46.181641,-47.894531
66.000000,-178.500000,-54.828125,-49.214844,-50.007812,-45.431641,-46.582031
67.000000,-178.500000,-52.578125,-47.464844,-49.695312,-44.837891,-46.269531
68.000000,-178.500000,-51.640625,-45.714844,-49.601562,-44.587891,-46.113281
69.000000,-178.500000,-50.546875,-45.277344,-49.523438,-44.587891,-45.941406
70.000000,-178.500000,-49.859375,-44.871094,-49.351562,-44.744141,-45.816406
71.000000,-178.500000,-49.437500,-44.667969,-49.023438,-44.994141,-45.910156
72.000000,-178.500000,-49.078125,-44.386719,-48.851562,-45.337891,-46.027344
73.000000,-178.500000,-49.000000,-44.464844,-48.914062,-45.681641,-46.355469
74.000000,-178.500000,-48.828125,-44.394531,-49.007812,-45.962891,-46.613281
75.000000,-178.500000,-48.859375,-44.582031,-49.164062,-46.431641,-47.027344
76.000000,-178.500000,-48.875000,-44.753906,-49.242188,-46.931641,-47.363281
77.000000,-178.500000,-49.015625,-45.035156,-49.476562,-47.556641,-47.863281
78.000000,-178.500000,-48.984375,-45.222656,-49.664062,-48.119141,-48.207031
79.000000,-178.500000,-49.015625,-45.496094,-49.664062,-48.681641,-48.644531
80.000000,-178.500000,-49.046875,-45.636719,-49.664062,-49.275391,-49.097656
81.000000,-178.500000,-49.171875,-45.949219,-49.820312,-49.837891,-49.566406
82.000000,-178.500000,-49.453125,-46.199219,-50.257812,-50.556641,-49.957031
83.000000,-178.500000,-49.671875,-46.511719,-50.570312,-51.400391,-50.394531
84.000000,-178.500000,-49.765625,-46.699219,-50.757812,-52.025391,-50.800781
85.000000,-178.500000,-49.953125,-46.917969,-51.226562,-52.837891,-51.207031
86.000000,-178.500000,-50.109375,-47.074219,-51.539062,-53.462891,-51.550781
87.000000,-178.500000,-50.328125,-47.277344,-51.851562,-54.087891,-51.894531
88.000000,-178.500000,-50.546875,-47.496094,-52.132812,-54.587891,-52.300781
89.000000,-178.500000,-50.734375,-47.714844,-52.445312,-55.087891,-52.644531
90.000000,-178.500000,-50.796875,-47.839844,-52.601562,-55.400391,-52.738281
91.000000,-178.500000,-50.796875,-47.933594,-52.632812,-55.525391,-52.863281
92.000000,-178.500000,-50.796875,-48.058594,-52.601562,-55.400391,-53.050781
93.000000,-178.500000,-50.765625,-48.089844,-52.507812,-55.212891,-52.988281
94.000000,-178.500000,-50.671875,-48.136719,-52.476562,-54.837891,-52.832031
95.000000,-178.500000,-50.578125,-48.058594,-52.226562,-54.337891,-52.644531
96.000000,-178.500000,-50.484375,-48.042969,-51.914062,-53.900391,-52.550781
97.000000,-178.500000,-50.421875,-47.964844,-51.820312,-53.400391,-52.332031
98.000000,-178.500000,-50.171875,-47.839844,-51.570312,-52.744141,-52.019531
99.000000,-178.500000,-49.890625,-47.621094,-51.195312,-52.087891,-51.613281
100.000000,-178.500000,-49.890625,-47.605469,-50.976562,-51.681641,-51.472656
101.000000,-178.500000,-49.796875,-47.496094,-50.820312,-51.337891,-51.191406
102.000000,-178.500000,-49.703125,-47.480469,-50.820312,-50.994141,-51.035156
103.000000,-178.500000,-49.734375,-47.371094,-50.820312,-50.744141,-50.660156
104.000000,-178.500000,-49.796875,-47.417969,-50.664062,-50.650391,-50.441406
105.000000,-178.500000,-49.828125,-47.371094,-50.570312,-50.306641,-50.066406
106.000000,-178.500000,-49.828125,-47.464844,-50.476562,-50.056641,-49.925781
107.000000,-178.500000,-49.984375,-47.496094,-50.351562,-49.900391,-49.691406
108.000000,-178.500000,-50.390625,-47.746094,-50.289062,-49.869141,-49.769531
109.000000,-178.500000,-50.796875,-47.777344,-50.164062,-49.744141,-49.675781
110.000000,-178.500000,-51.265625,-47.902344,-50.195312,-49.619141,-49.847656
111.000000,-178.500000,-51.609375,-47.964844,-49.976562,-49.525391,-49.863281
112.000000,-178.500000,-52.234375,-48.558594,-50.164062,-49.744141,-50.128906
113.000000,-178.500000,-53.765625,-49.214844,-50.414062,-49.650391,-50.175781
114.000000,-178.500000,-54.890625,-50.402344,-51.039062,-49.462891,-50.707031
115.000000,-178.500000,-63.828125,-55.964844,-51.164062,-49.994141,-51.363281
116.000000,-178.500000,-56.953125,-54.527344,-53.101562,-50.837891,-52.988281
117.000000,-178.500000,-55.078125,-52.027344,-60.789062,-52.025391,-60.300781
118.000000,-178.500000,-53.671875,-51.089844,-53.351562,-56.587891,-54.863281
119.000000,-178.500000,-52.953125,-50.558594,-52.414062,-54.275391,-51.613281
120.000000,-178.500000,-52.203125,-50.246094,-51.039062,-51.900391,-50.363281
121.000000,-178.500000,-51.828125,-49.687500,-50.351562,-49.962891,-49.488281
122.000000,-178.500000,-51.421875,-49.589844,-49.976562,-48.337891,-49.207031
123.000000,-178.500000,-51.078125,-49.507812,-49.632812,-47.869141,-49.019531
124.000000,-178.500000,-51.171875,-49.667969,-49.570312,-47.462891,-49.128906
125.000000,-178.500000,-51.171875,-49.496094,-49.382812,-46.994141,-48.878906
126.000000,-178.500000,-51.296875,-49.089844,-49.445312,-46.681641,-49.035156
127.000000,-178.500000,-52.453125,-48.339844,-50.007812,-46.587891,-49.269531
128.000000,-178.500000,-55.515625,-50.714844,-50.101562,-46.619141,-49.144531
129.000000,-178.500000,-57.515625,-54.652344,-51.414062,-47.587891,-50.113281
130.000000,-178.500000,-52.765625,-50.214844,-60.976562,-49.337891,-58.863281
131.000000,-178.500000,-51.390625,-49.183594,-52.289062,-56.025391,-52.269531
132.000000,-178.500000,-50.109375,-48.167969,-51.101562,-49.306641,-48.863281
133.000000,-178.500000,-49.171875,-47.292969,-49.351562,-46.806641,-47.613281
134.000000,-178.500000,-48.703125,-46.480469,-48.289062,-45.181641,-47.019531
135.000000,-178.500000,-48.203125,-45.589844,-47.570312,-44.275391,-46.410156
136.000000,-178.500000,-48.328125,-44.277344,-46.914062,-43.619141,-46.269531
137.000000,-178.500000,-48.640625,-43.183594,-47.289062,-43.306641,-46.050781
138.000000,-178.500000,-49.765625,-43.683594,-47.664062,-43.212891,-46.144531
139.000000,-178.500000,-61.015625,-50.214844,-47.601562,-43.587891,-47.050781
140.000000,-178.500000,-51.015625,-46.808594,-53.289062,-45.712891,-54.425781
141.000000,-178.500000,-48.859375,-43.777344,-49.351562,-51.962891,-49.082031
142.000000,-178.500000,-47.765625,-42.527344,-47.851562,-45.775391,-45.394531
143.000000,-178.500000,-47.296875,-41.964844,-47.101562,-43.619141,-43.582031
144.000000,-178.500000,-46.984375,-41.339844,-46.632812,-42.244141,-42.488281
145.000000,-178.500000,-46.890625,-40.996094,-46.007812,-41.619141,-41.675781
146.000000,-178.500000,-47.390625,-40.714844,-46.226562,-40.994141,-41.113281
147.000000,-178.500000,-48.265625,-41.277344,-45.789062,-40.994141,-40.582031
148.000000,-178.500000,-56.578125,-55.152344,-47.351562,-41.306641,-41.019531
149.000000,-178.500000,-48.140625,-42.433594,-53.414062,-44.462891,-53.175781
150.000000,-178.500000,-45.953125,-40.089844,-47.976562,-47.337891,-41.144531
151.000000,-178.500000,-44.828125,-39.714844,-46.101562,-42.087891,-38.582031
152.000000,-178.500000,-43.921875,-38.746094,-45.289062,-39.681641,-38.019531
153.000000,-178.500000,-43.546875,-38.683594,-44.226562,-38.400391,-37.332031
154.000000,-178.500000,-43.296875,-38.152344,-44.851562,-37.556641,-36.457031
155.000000,-178.500000,-43.578125,-38.246094,-44.664062,-37.712891,-35.800781
