theta_deg,phi_deg,s01662,s01246,s01572,s00750,s00301
34.000000,-160.500000,-56.765625,-51.652344,-50.476562,-48.556641,-50.863281
35.000000,-160.500000,-55.015625,-47.714844,-46.188965,-44.556641,-54.457031
36.000000,-160.500000,-50.296875,-45.464844,-43.951172,-42.447266,-58.707031
37.000000,-160.500000,-47.476562,-45.761719,-43.250000,-41.287109,-47.738281
38.000000,-160.500000,-45.917969,-48.027344,-43.343750,-40.826172,-43.941406
39.000000,-160.500000,-45.032227,-52.246094,-44.449219,-41.158203,-42.644531
40.000000,-160.500000,-44.666992,-59.777344,-45.824219,-42.587891,-42.410156
41.000000,-160.500000,-45.310547,-49.433594,-47.304688,-44.619141,-43.550781
42.000000,-160.500000,-46.375000,-47.839844,-50.039062,-62.212891,-46.394531
43.000000,-160.500000,-48.265625,-48.089844,-60.476562,-45.119141,-52.894531
44.000000,-160.500000,-61.828125,-65.152344,-52.164062,-41.806641,-44.207031
45.000000,-160.500000,-49.078125,-46.496094,-51.101562,-40.173828,-41.113281
46.000000,-160.500000,-46.062500,-43.714844,-51.945312,-39.158203,-39.347656
47.000000,-160.500000,-44.625000,-41.980469,-54.351562,-38.853516,-38.292969
48.000000,-160.500000,-43.562500,-40.792969,-60.664062,-39.228516,-37.714844
49.000000,-160.500000,-43.210938,-39.917969,-59.101562,-40.134766,-37.933594
50.000000,-160.500000,-43.531250,-39.449219,-53.695312,-41.494141,-38.839844
51.000000,-160.500000,-44.375000,-39.714844,-51.882812,-42.962891,-40.457031
52.000000,-160.500000,-45.796875,-40.761719,-51.351562,-44.556641,-42.316406
53.000000,-160.500000,-47.218750,-42.277344,-52.664062,-52.587891,-45.050781
54.000000,-160.500000,-48.484375,-43.746094,-56.976562,-49.556641,-55.300781
55.000000,-160.500000,-51.484375,-46.558594,-53.664062,-47.056641,-48.582031
56.000000,-160.500000,-65.328125,-55.902344,-50.664062,-45.369141,-44.457031
57.000000,-160.500000,-53.953125,-46.183594,-48.539062,-45.150391,-42.800781
58.000000,-160.500000,-52.078125,-44.214844,-47.460938,-45.462891,-42.113281
59.000000,-160.500000,-51.546875,-43.058594,-47.085938,-46.150391,-41.894531
60.000000,-160.500000,-51.015625,-42.402344,-46.425781,-47.337891,-41.863281
61.000000,-160.500000,-53.015625,-42.027344,-45.996094,-49.369141,-42.332031
62.000000,-160.500000,-54.234375,-42.074219,-45.839844,-50.681641,-43.253906
63.000000,-160.500000,-55.328125,-42.277344,-46.019531,-52.337891,-44.410156
64.000000,-160.500000,-57.328125,-42.714844,-46.503906,-56.212891,-45.050781
65.000000,-160.500000,-64.640625,-43.214844,-47.316406,-62.775391,-45.550781
66.000000,-160.500000,-60.640625,-43.824219,-48.351562,-55.462891,-47.332031
67.000000,-160.500000,-57.390625,-44.339844,-49.585938,-55.462891,-50.082031
68.000000,-160.500000,-56.703125,-45.371094,-50.664062,-55.212891,-52.082031
69.000000,-160.500000,-56.765625,-46.777344,-51.695312,-61.462891,-54.300781
70.000000,-160.500000,-57.078125,-48.402344,-53.726562,-54.837891,-58.175781
71.000000,-160.500000,-57.390625,-49.871094,-65.789062,-52.150391,-60.800781
72.000000,-160.500000,-57.890625,-51.777344,-55.726562,-49.494141,-59.863281
73.000000,-160.500000,-60.265625,-56.402344,-53.820312,-49.556641,-67.800781
74.000000,-160.500000,-67.078125,-61.527344,-52.039062,-49.681641,-63.238281
75.000000,-160.500000,-56.703125,-56.652344,-51.117188,-49.494141,-59.363281
76.000000,-160.500000,-56.390625,-55.214844,-50.273438,-49.181641,-58.175781
77.000000,-160.500000,-55.453125,-54.839844,-49.539062,-49.212891,-57.300781
78.000000,-160.500000,-54.984375,-55.089844,-49.117188,-49.087891,-56.394531
79.000000,-160.500000,-54.578125,-55.339844,-48.804688,-48.869141,-55.863281
80.000000,-160.500000,-53.890625,-55.652344,-48.679688,-48.712891,-55.394531
81.000000,-160.500000,-53.640625,-56.027344,-48.648438,-48.603516,-54.832031
82.000000,-160.500000,-53.453125,-56.402344,-48.742188,-48.431641,-54.269531
83.000000,-160.500000,-53.312500,-56.714844,-48.820312,-48.306641,-53.644531
84.000000,-160.500000,-53.156250,-57.152344,-48.867188,-48.244141,-53.050781
85.000000,-160.500000,-53.031250,-57.464844,-48.960938,-48.166016,-52.550781
86.000000,-160.500000,-52.921875,-57.839844,-49.054688,-48.119141,-52.238281
87.000000,-160.500000,-52.796875,-58.152344,-49.140625,-48.119141,-51.925781
88.000000,-160.500000,-52.718750,-58.402344,-49.210938,-48.150391,-51.707031
89.000000,-160.500000,-52.687500,-58.527344,-49.242188,-48.212891,-51.644531
90.000000,-160.500000,-52.765625,-58.714844,-49.351562,-48.337891,-51.613281
91.000000,-160.500000,-52.796875,-58.714844,-49.398438,-48.431641,-51.738281
92.000000,-160.500000,-52.890625,-58.714844,-49.460938,-48.587891,-51.988281
93.000000,-160.500000,-53.000000,-58.652344,-49.507812,-48.806641,-52.300781
94.000000,-160.500000,-53.203125,-58.527344,-49.570312,-49.056641,-52.707031
95.000000,-160.500000,-53.359375,-58.339844,-49.632812,-49.306641,-53.207031
96.000000,-160.500000,-53.609375,-58.277344,-49.742188,-49.556641,-53.925781
97.000000,-160.500000,-53.734375,-58.152344,-49.851562,-49.837891,-54.613281
98.000000,-160.500000,-53.953125,-58.089844,-49.960938,-50.119141,-55.394531
99.000000,-160.500000,-54.359375,-57.964844,-50.101562,-50.431641,-56.113281
100.000000,-160.500000,-54.984375,-57.714844,-50.242188,-50.775391,-56.832031
101.000000,-160.500000,-55.671875,-57.589844,-50.445312,-51.087891,-57.519531
102.000000,-160.500000,-56.453125,-57.027344,-50.757812,-51.306641,-58.425781
103.000000,-160.500000,-57.203125,-56.089844,-51.070312,-51.244141,-59.425781
104.000000,-160.500000,-58.828125,-57.339844,-51.570312,-51.494141,-60.363281
105.000000,-160.500000,-60.328125,-60.152344,-52.101562,-51.681641,-61.425781
106.000000,-160.500000,-72.953125,-69.339844,-53.164062,-51.712891,-65.050781
107.000000,-160.500000,-62.765625,-61.027344,-54.476562,-52.212891,-69.113281
108.000000,-160.500000,-59.828125,-56.027344,-56.539062,-53.275391,-62.613281
109.000000,-160.500000,-58.765625,-54.277344,-72.601562,-54.525391,-69.300781
110.000000,-160.500000,-58.765625,-52.589844,-55.476562,-58.587891,-61.363281
111.000000,-160.500000,-58.765625,-51.183594,-53.976562,-68.275391,-58.113281
112.000000,-160.500000,-59.328125,-49.964844,-53.414062,-58.775391,-55.738281
113.000000,-160.500000,-60.578125,-49.589844,-52.195312,-59.400391,-53.050781
114.000000,-160.500000,-63.828125,-49.121094,-51.742188,-60.587891,-52.207031
115.000000,-160.500000,-67.640625,-48.667969,-51.226562,-66.837891,-51.550781
116.000000,-160.500000,-60.453125,-48.371094,-50.835938,-60.962891,-50.300781
117.000000,-160.500000,-58.078125,-48.058594,-50.492188,-57.462891,-49.582031
118.000000,-160.500000,-56.390625,-47.933594,-50.335938,-55.462891,-49.113281
119.000000,-160.500000,-54.578125,-47.730469,-50.320312,-53.525391,-48.394531
120.000000,-160.500000,-54.453125,-47.683594,-50.320312,-52.025391,-48.113281
121.000000,-160.500000,-54.578125,-47.558594,-50.320312,-51.556641,-47.894531
122.000000,-160.500000,-54.578125,-48.308594,-50.632812,-50.775391,-47.769531
123.000000,-160.500000,-56.265625,-49.839844,-51.351562,-50.181641,-47.863281
124.000000,-160.500000,-68.828125,-62.152344,-52.601562,-49.837891,-49.332031
125.000000,-160.500000,-56.515625,-53.589844,-56.851562,-50.400391,-53.050781
126.000000,-160.500000,-53.265625,-49.808594,-60.039062,-53.712891,-61.050781
127.000000,-160.500000,-51.421875,-47.964844,-53.914062,-58.712891,-50.644531
128.000000,-160.500000,-49.828125,-46.933594,-52.414062,-51.275391,-47.363281
129.000000,-160.500000,-48.953125,-46.433594,-52.414062,-48.619141,-46.238281
130.000000,-160.500000,-48.640625,-46.277344,-54.726562,-46.931641,-45.847656
131.000000,-160.500000,-48.296875,-46.402344,-59.539062,-46.025391,-45.332031
132.000000,-160.500000,-48.265625,-46.558594,-61.164062,-45.587891,-45.238281
133.000000,-160.500000,-48.578125,-47.027344,-54.601562,-45.244141,-45.519531
134.000000,-160.500000,-49.484375,-48.027344,-52.539062,-45.306641,-45.738281
135.000000,-160.500000,-51.453125,-50.152344,-51.601562,-45.525391,-46.863281
136.000000,-160.500000,-65.953125,-68.152344,-52.476562,-46.025391,-49.238281
137.000000,-160.500000,-52.390625,-49.839844,-61.539062,-47.712891,-58.425781
138.000000,-160.500000,-50.328125,-50.464844,-54.226562,-66.712891,-52.363281
139.000000,-160.500000,-49.296875,-51.652344,-50.195312,-49.150391,-48.207031
140.000000,-160.500000,-48.671875,-60.339844,-48.070312,-46.712891,-47.113281
141.000000,-160.500000,-48.953125,-53.277344,-46.851562,-45.775391,-46.863281
142.000000,-160.500000,-49.609375,-49.964844,-46.226562,-45.400391,-47.550781
143.000000,-160.500000,-50.484375,-48.496094,-46.164062,-45.431641,-50.238281
144.000000,-160.500000,-52.453125,-48.027344,-46.570312,-45.775391,-58.488281
145.000000,-160.500000,-56.203125,-49.589844,-47.695312,-46.712891,-53.675781
146.000000,-160.500000,-58.765625,-55.839844,-50.601562,-48.712891,-51.113281
147.000000,-160.500000,-58.015625,-48.714844,-56.101562,-53.962891,-60.550781
148.000000,-160.500000,-64.953125,-45.714844,-50.789062,-65.775391,-48.144531
149.000000,-160.500000,-54.953125,-43.933594,-48.820312,-52.275391,-44.050781
150.000000,-160.500000,-52.765625,-42.808594,-47.726562,-47.306641,-42.019531
151.000000,-160.500000,-50.953125,-42.652344,-47.757812,-44.306641,-40.800781
152.000000,-160.500000,-50.140625,-42.933594,-48.320312,-42.275391,-40.144531
153.000000,-160.500000,-51.015625,-44.402344,-49.382812,-41.431641,-40.082031
154.000000,-160.500000,-55.390625,-49.027344,-51.414062,-40.744141,-41.582031
155.000000,-160.500000,-55.765625,-49.839844,-56.539062,-42.619141,-47.582031
156.000000,-160.500000,-50.078125,-44.121094,-55.414062,-50.150391,-47.738281
157.000000,-160.500000,-46.640625,-41.402344,-52.601562,-44.306641,-39.488281
158.000000,-160.500000,-44.953125,-39.996094,-62.039062,-37.744141,-35.675781
159.000000,-160.500000,-44.203125,-39.839844,-51.789062,-34.806641,-33.332031
160.000000,-160.500000,-44.046875,-40.089844,-49.101562,-32.556641,-31.863281
161.000000,-160.500000,-45.046875,-41.839844,-47.476562,-31.181641,-31.238281
162.000000,-160.500000,-48.390625,-46.214844,-47.476562,-30.244141,-30.957031
163.000000,-160.500000,-50.828125,-47.464844,-51.289062,-30.025391,-31.613281
164.000000,-160.500000,-45.765625,-45.214844,-52.976562,-30.119141,-32.769531
165.000000,-160.500000,-43.421875,-47.714844,-47.257812,-30.744141,-34.832031
166.000000,-160.500000,-42.234375,-39.433594,-44.320312,-31.900391,-37.394531
167.000000,-160.500000,-42.765625,-36.402344,-43.164062,-33.806641,-41.238281
168.000000,-160.500000,-43.953125,-34.152344,-42.914062,-36.337891,-55.925781
169.000000,-160.500000,-46.515625,-33.058594,-43.726562,-39.306641,-42.582031
170.000000,-160.500000,-50.953125,-32.402344,-45.601562,-43.431641,-43.550781
171.000000,-160.500000,-60.015625,-32.488281,-50.851562,-58.650391,-50.425781
172.000000,-160.500000,-49.078125,-32.851562,-51.195312,-62.025391,-50.800781
173.000000,-160.500000,-43.953125,-33.750000,-46.882812,-49.119141,-45.332031
174.000000,-160.500000,-42.203125,-35.847656,-46.210938,-46.150391,-44.300781
175.000000,-160.500000,-41.054688,-38.152344,-46.398438,-46.056641,-45.246094
176.000000,-160.500000,-40.031250,-42.105469,-48.125000,-47.517578,-46.894531
177.000000,-160.500000,-39.203125,-46.503906,-49.132812,-49.240234,-48.851562
178.000000,-160.500000,-38.453125,-56.933594,-51.007812,-50.392578,-50.550781
179.000000,-160.500000,-37.953125,-48.871094,-59.226562,-51.369141,-55.050781
180.000000,-160.500000,-37.031250,-44.746094,-65.226562,-56.025391,-51.394531
0.000000,-159.500000,-18.685547,-32.347656,-50.601562,-43.619141,-40.753906
1.000000,-159.500000,-18.195312,-36.152344,-56.414062,-42.634766,-47.238281
2.000000,-159.500000,-18.617188,-43.652344,-44.492188,-37.756836,-39.355469
3.000000,-159.500000,-19.957031,-31.156250,-37.882812,-34.923828,-34.312500
4.000000,-159.500000,-22.093750,-24.609375,-35.419922,-34.322266,-31.957031
5.000000,-159.500000,-25.537109,-21.152344,-34.453125,-36.044922,-31.644531
6.000000,-159.500000,-30.359375,-18.929688,-34.968750,-39.166016,-32.878906
7.000000,-159.500000,-36.648438,-17.906250,-37.582031,-44.994141,-36.597656
8.000000,-159.500000,-45.578125,-17.464844,-43.976562,-52.587891,-44.855469
9.000000,-159.500000,-55.078125,-18.097656,-47.742188,-52.744141,-48.160156
10.000000,-159.500000,-52.171875,-19.261719,-39.937500,-38.572266,-42.222656
11.000000,-159.500000,-42.140625,-21.898438,-36.482422,-31.376953,-44.863281
12.000000,-159.500000,-37.886719,-25.734375,-35.566406,-26.564453,-42.597656
13.000000,-159.500000,-35.464844,-31.540039,-36.410156,-22.994141,-32.222656
14.000000,-159.500000,-34.957031,-40.175781,-38.673828,-20.478516,-26.753906
15.000000,-159.500000,-36.101562,-50.128906,-42.582031,-19.001953,-23.183594
16.000000,-159.500000,-39.148438,-41.871094,-49.882812,-18.033203,-20.871094
17.000000,-159.500000,-45.078125,-45.433594,-50.789062,-17.970703,-19.527344
18.000000,-159.500000,-44.046875,-42.933594,-46.289062,-18.353516,-18.980469
19.000000,-159.500000,-38.726562,-35.910156,-46.226562,-19.673828,-19.277344
20.000000,-159.500000,-36.195312,-32.441406,-49.195312,-21.615234,-20.285156
21.000000,-159.500000,-35.476562,-30.863281,-60.476562,-24.857422,-22.144531
22.000000,-159.500000,-36.312500,-31.003906,-48.789062,-29.291016,-24.949219
23.000000,-159.500000,-38.390625,-32.640625,-48.445312,-35.533203,-29.722656
24.000000,-159.500000,-41.656250,-35.996094,-50.757812,-64.525391,-38.464844
25.000000,-159.500000,-47.171875,-41.621094,-53.726562,-39.431641,-42.410156
26.000000,-159.500000,-51.546875,-43.589844,-47.195312,-37.455078,-35.253906
27.000000,-159.500000,-47.671875,-38.621094,-43.593750,-38.166016,-33.207031
28.000000,-159.500000,-47.109375,-35.960938,-41.712891,-40.955078,-33.332031
29.000000,-159.500000,-49.109375,-35.257812,-40.961914,-45.197266,-35.125000
30.000000,-159.500000,-56.265625,-35.941406,-41.535156,-54.869141,-38.464844
31.000000,-159.500000,-58.609375,-37.710938,-43.259766,-52.775391,-42.652344
32.000000,-159.500000,-52.421875,-40.511719,-46.164062,-49.681641,-47.550781
33.000000,-159.500000,-52.390625,-43.308594,-51.726562,-52.212891,-57.675781
34.000000,-159.500000,-53.515625,-49.496094,-51.507812,-45.994141,-61.988281
35.000000,-159.500000,-53.609375,-51.464844,-47.308594,-42.228516,-50.019531
36.000000,-159.500000,-48.828125,-51.058594,-45.066406,-40.294922,-44.566406
37.000000,-159.500000,-46.257812,-55.246094,-44.406250,-38.943359,-41.519531
38.000000,-159.500000,-44.627930,-56.777344,-44.701172,-38.689453,-40.066406
39.000000,-159.500000,-43.511719,-48.121094,-45.541016,-39.201172,-39.308594
40.000000,-159.500000,-43.417969,-45.339844,-46.937500,-40.884766,-39.863281
41.000000,-159.500000,-43.892578,-44.152344,-48.164062,-42.681641,-40.972656
42.000000,-159.500000,-45.296875,-43.652344,-51.476562,-47.212891,-43.769531
43.000000,-159.500000,-46.718750,-44.933594,-60.101562,-45.931641,-57.925781
44.000000,-159.500000,-51.234375,-46.339844,-58.414062,-42.587891,-44.894531
45.000000,-159.500000,-51.015625,-45.871094,-62.789062,-40.634766,-40.769531
46.000000,-159.500000,-47.265625,-43.246094,-60.976562,-39.666016,-39.089844
47.000000,-159.500000,-45.359375,-41.042969,-53.382812,-39.400391,-37.988281
48.000000,-159.500000,-44.406250,-39.761719,-50.320312,-39.837891,-37.503906
49.000000,-159.500000,-44.164062,-38.980469,-49.039062,-40.650391,-37.714844
50.000000,-159.500000,-44.640625,-38.667969,-48.273438,-41.744141,-38.667969
51.000000,-159.500000,-45.375000,-38.933594,-47.804688,-42.869141,-40.019531
52.000000,-159.500000,-46.468750,-39.886719,-48.242188,-44.587891,-41.816406
53.000000,-159.500000,-48.015625,-41.136719,-49.601562,-49.337891,-43.707031
54.000000,-159.500000,-50.421875,-42.652344,-51.726562,-59.587891,-48.019531
55.000000,-159.500000,-52.078125,-44.058594,-61.476562,-50.337891,-56.175781
56.000000,-159.500000,-57.453125,-51.464844,-50.257812,-49.931641,-46.925781
57.000000,-159.500000,-60.765625,-48.902344,-48.101562,-50.462891,-44.550781
58.000000,-159.500000,-58.765625,-46.183594,-46.789062,-51.931641,-44.019531
59.000000,-159.500000,-58.765625,-44.121094,-46.140625,-56.400391,-44.050781
60.000000,-159.500000,-69.453125,-43.246094,-45.605469,-58.337891,-44.675781
61.000000,-159.500000,-56.578125,-43.089844,-45.132812,-51.900391,-45.550781
62.000000,-159.500000,-54.890625,-43.246094,-45.093750,-50.087891,-47.363281
63.000000,-159.500000,-52.890625,-43.871094,-45.171875,-48.431641,-48.582031
64.000000,-159.500000,-51.578125,-44.761719,-45.757812,-47.962891,-50.863281
65.000000,-159.500000,-50.453125,-45.308594,-46.445312,-47.556641,-54.800781
66.000000,-159.500000,-50.203125,-45.652344,-47.476562,-48.212891,-65.550781
67.000000,-159.500000,-50.234375,-46.121094,-48.468750,-49.275391,-54.300781
68.000000,-159.500000,-50.484375,-48.058594,-49.429688,-50.462891,-53.925781
69.000000,-159.500000,-51.015625,-49.964844,-50.164062,-52.712891,-54.175781
70.000000,-159.500000,-51.609375,-51.308594,-51.976562,-60.712891,-54.800781
71.000000,-159.500000,-52.265625,-53.277344,-54.664062,-52.837891,-57.238281
72.000000,-159.500000,-53.515625,-55.589844,-67.414062,-50.681641,-60.800781
73.000000,-159.500000,-54.828125,-58.277344,-58.101562,-49.400391,-51.550781
74.000000,-159.500000,-56.953125,-60.464844,-55.445312,-48.431641,-51.175781
75.000000,-159.500000,-64.203125,-70.089844,-53.601562,-47.775391,-50.019531
76.000000,-159.500000,-58.828125,-62.339844,-52.382812,-47.337891,-49.738281
77.000000,-159.500000,-55.890625,-60.277344,-51.539062,-47.181641,-49.519531
78.000000,-159.500000,-54.796875,-59.527344,-50.914062,-46.931641,-49.175781
79.000000,-159.500000,-53.453125,-58.464844,-50.695312,-46.650391,-48.832031
80.000000,-159.500000,-52.703125,-57.652344,-50.742188,-46.478516,-48.816406
81.000000,-159.500000,-52.328125,-56.964844,-50.820312,-46.369141,-48.675781
82.000000,-159.500000,-51.796875,-56.089844,-51.117188,-46.259766,-48.410156
83.000000,-159.500000,-51.515625,-55.339844,-51.242188,-46.197266,-48.050781
84.000000,-159.500000,-51.390625,-54.902344,-51.429688,-46.166016,-47.769531
85.000000,-159.500000,-51.312500,-54.402344,-51.554688,-46.228516,-47.644531
86.000000,-159.500000,-51.281250,-54.246094,-51.648438,-46.259766,-47.519531
87.000000,-159.500000,-51.171875,-54.121094,-51.648438,-46.322266,-47.378906
88.000000,-159.500000,-51.187500,-54.089844,-51.757812,-46.416016,-47.410156
89.000000,-159.500000,-51.234375,-54.152344,-51.851562,-46.587891,-47.425781
90.000000,-159.500000,-51.312500,-54.246094,-51.929688,-46.712891,-47.472656
91.000000,-159.500000,-51.375000,-54.308594,-51.898438,-46.822266,-47.566406
92.000000,-159.500000,-51.546875,-54.621094,-51.914062,-46.978516,-47.769531
93.000000,-159.500000,-51.703125,-55.027344,-51.945312,-47.212891,-48.066406
94.000000,-159.500000,-51.859375,-55.339844,-51.898438,-47.400391,-48.300781
95.000000,-159.500000,-51.984375,-55.839844,-51.820312,-47.603516,-48.613281
96.000000,-159.500000,-52.171875,-56.214844,-51.820312,-47.837891,-49.066406
97.000000,-159.500000,-52.359375,-56.964844,-51.882812,-48.103516,-49.503906
98.000000,-159.500000,-52.734375,-57.714844,-51.820312,-48.337891,-49.941406
99.000000,-159.500000,-53.265625,-58.589844,-51.820312,-48.619141,-50.332031
100.000000,-159.500000,-53.859375,-59.589844,-51.851562,-48.931641,-50.582031
101.000000,-159.500000,-54.640625,-60.777344,-52.039062,-49.275391,-50.925781
102.000000,-159.500000,-55.953125,-61.902344,-52.289062,-49.587891,-51.113281
103.000000,-159.500000,-58.203125,-63.402344,-52.851562,-49.837891,-51.675781
104.000000,-159.500000,-63.203125,-66.277344,-53.570312,-49.900391,-52.175781
105.000000,-159.500000,-71.390625,-74.964844,-54.476562,-50.306641,-52.613281
106.000000,-159.500000,-59.890625,-61.402344,-56.101562,-50.775391,-53.613281
107.000000,-159.500000,-57.703125,-60.839844,-59.414062,-51.494141,-55.238281
108.000000,-159.500000,-56.328125,-59.339844,-73.789062,-53.275391,-68.238281
109.000000,-159.500000,-55.484375,-57.527344,-56.601562,-57.837891,-60.238281
110.000000,-159.500000,-54.671875,-55.464844,-53.976562,-68.025391,-57.738281
111.000000,-159.500000,-54.265625,-53.527344,-52.945312,-56.525391,-57.925781
112.000000,-159.500000,-53.828125,-52.121094,-51.695312,-54.712891,-57.925781
113.000000,-159.500000,-53.640625,-51.777344,-51.226562,-53.712891,-59.425781
114.000000,-159.500000,-53.578125,-50.839844,-50.757812,-52.619141,-70.363281
115.000000,-159.500000,-53.703125,-50.027344,-50.320312,-51.962891,-59.925781
116.000000,-159.500000,-54.265625,-49.183594,-49.945312,-52.275391,-56.550781
117.000000,-159.500000,-55.578125,-48.839844,-49.726562,-53.337891,-54.113281
118.000000,-159.500000,-57.203125,-48.433594,-49.601562,-54.587891,-51.800781
119.000000,-159.500000,-59.203125,-48.464844,-49.507812,-56.400391,-50.488281
120.000000,-159.500000,-70.390625,-48.246094,-49.414062,-62.712891,-49.832031
121.000000,-159.500000,-59.640625,-48.527344,-49.539062,-60.650391,-49.113281
122.000000,-159.500000,-58.890625,-49.589844,-49.570312,-55.837891,-48.675781
123.000000,-159.500000,-62.203125,-53.277344,-50.289062,-54.150391,-49.050781
124.000000,-159.500000,-62.015625,-58.402344,-52.039062,-52.837891,-50.894531
125.000000,-159.500000,-56.953125,-51.246094,-67.039062,-53.837891,-61.425781
126.000000,-159.500000,-54.140625,-48.308594,-55.414062,-63.900391,-54.113281
127.000000,-159.500000,-52.234375,-47.027344,-52.414062,-54.962891,-48.957031
128.000000,-159.500000,-50.546875,-46.371094,-50.820312,-50.744141,-46.644531
129.000000,-159.500000,-50.015625,-45.996094,-50.695312,-48.900391,-45.988281
130.000000,-159.500000,-49.359375,-45.902344,-50.445312,-47.556641,-45.691406
131.000000,-159.500000,-48.921875,-45.871094,-50.570312,-46.681641,-45.269531
132.000000,-159.500000,-48.703125,-46.121094,-51.726562,-46.275391,-45.285156
133.000000,-159.500000,-49.265625,-46.527344,-54.414062,-45.962891,-45.535156
134.000000,-159.500000,-50.421875,-47.402344,-59.914062,-46.025391,-45.832031
135.000000,-159.500000,-54.328125,-50.902344,-60.476562,-45.900391,-46.894531
136.000000,-159.500000,-55.953125,-51.277344,-56.789062,-46.556641,-50.082031
137.000000,-159.500000,-51.671875,-49.589844,-61.914062,-49.775391,-64.363281
138.000000,-159.500000,-49.421875,-48.308594,-54.601562,-52.525391,-50.144531
139.000000,-159.500000,-48.140625,-47.933594,-50.976562,-48.181641,-46.894531
140.000000,-159.500000,-47.640625,-47.933594,-49.070312,-45.962891,-45.519531
141.000000,-159.500000,-47.921875,-50.527344,-47.976562,-44.931641,-45.457031
142.000000,-159.500000,-48.546875,-57.402344,-47.226562,-44.556641,-45.769531
143.000000,-159.500000,-49.796875,-55.339844,-46.914062,-44.712891,-46.769531
144.000000,-159.500000,-51.390625,-50.964844,-47.132812,-45.025391,-48.144531
145.000000,-159.500000,-56.453125,-54.027344,-48.445312,-45.869141,-51.550781
146.000000,-159.500000,-56.703125,-54.714844,-52.664062,-47.712891,-61.113281
147.000000,-159.500000,-54.453125,-49.152344,-55.039062,-54.087891,-59.488281
148.000000,-159.500000,-54.640625,-46.089844,-50.507812,-50.650391,-50.363281
149.000000,-159.500000,-59.640625,-44.589844,-48.570312,-53.087891,-45.707031
150.000000,-159.500000,-58.328125,-43.402344,-47.320312,-55.900391,-42.988281
151.000000,-159.500000,-53.578125,-43.246094,-47.414062,-47.369141,-41.707031
152.000000,-159.500000,-51.953125,-43.089844,-47.757812,-44.587891,-40.707031
153.000000,-159.500000,-52.140625,-44.621094,-49.070312,-42.494141,-40.644531
154.000000,-159.500000,-57.140625,-49.652344,-51.039062,-41.306641,-42.082031
155.000000,-159.500000,-55.703125,-49.683594,-56.976562,-42.462891,-48.832031
156.000000,-159.500000,-49.609375,-43.308594,-55.414062,-68.587891,-46.269531
157.000000,-159.500000,-46.796875,-40.871094,-51.601562,-42.337891,-38.894531
158.000000,-159.500000,-44.921875,-39.339844,-51.289062,-37.462891,-35.300781
159.000000,-159.500000,-44.453125,-39.402344,-56.789062,-34.775391,-33.050781
160.000000,-159.500000,-43.921875,-39.683594,-51.851562,-32.587891,-31.519531
161.000000,-159.500000,-45.390625,-41.683594,-49.039062,-31.306641,-30.832031
162.000000,-159.500000,-49.140625,-45.652344,-48.726562,-30.306641,-30.582031
163.000000,-159.500000,-50.578125,-46.777344,-52.789062,-30.056641,-30.925781
164.000000,-159.500000,-45.171875,-40.339844,-53.039062,-30.025391,-31.925781
165.000000,-159.500000,-43.109375,-47.527344,-47.507812,-30.744141,-33.707031
166.000000,-159.500000,-42.046875,-41.277344,-44.195312,-31.712891,-35.800781
167.000000,-159.500000,-42.515625,-37.933594,-43.414062,-33.462891,-39.269531
168.000000,-159.500000,-43.609375,-34.683594,-43.007812,-35.681641,-43.769531
169.000000,-159.500000,-46.046875,-33.808594,-43.914062,-38.994141,-44.863281
170.000000,-159.500000,-51.140625,-33.074219,-45.570312,-42.525391,-44.863281
171.000000,-159.500000,-55.578125,-33.027344,-51.351562,-49.650391,-50.988281
172.000000,-159.500000,-50.078125,-33.333984,-50.726562,-54.962891,-50.550781
173.000000,-159.500000,-44.890625,-34.085938,-46.914062,-50.087891,-45.582031
174.000000,-159.500000,-42.531250,-36.121094,-45.960938,-46.744141,-44.363281
175.000000,-159.500000,-41.660156,-38.441406,-46.296875,-46.306641,-45.410156
176.000000,-159.500000,-40.406250,-42.324219,-47.828125,-47.509766,-46.910156
177.000000,-159.500000,-39.359375,-45.818359,-48.929688,-49.320312,-48.519531
178.000000,-159.500000,-38.546875,-57.183594,-51.007812,-50.291016,-50.613281
179.000000,-159.500000,-37.984375,-48.371094,-58.976562,-51.431641,-54.863281
180.000000,-159.500000,-37.062500,-44.574219,-65.351562,-56.087891,-51.269531
0.000000,-158.500000,-18.609375,-31.972656,-51.476562,-43.681641,-41.003906
1.000000,-158.500000,-18.210938,-36.214844,-56.726562,-42.822266,-47.300781
2.000000,-158.500000,-18.617188,-43.902344,-44.234375,-37.736328,-39.621094
3.000000,-158.500000,-20.015625,-31.240234,-37.689453,-34.994141,-34.378906
4.000000,-158.500000,-22.222656,-24.652344,-34.949219,-34.529297,-32.011719
5.000000,-158.500000,-25.871094,-21.175781,-33.914062,-36.439453,-31.839844
6.000000,-158.500000,-31.175781,-19.140625,-34.476562,-40.025391,-33.167969
7.000000,-158.500000,-38.531250,-18.050781,-37.156250,-46.712891,-36.871094
8.000000,-158.500000,-48.734375,-17.898438,-42.753906,-56.462891,-44.863281
9.000000,-158.500000,-51.421875,-18.488281,-48.382812,-49.275391,-50.019531
10.000000,-158.500000,-51.640625,-20.175781,-40.269531,-36.916016,-44.660156
11.000000,-158.500000,-41.093750,-23.015625,-36.732422,-30.205078,-61.800781
