global_idx,file_idx,config_idx,dphase_x_deg,dphase_y_deg,rmse_db,mae_db,max_abs_err_db,pearson_r,peak_dir_err_deg
1412,29,12,-15.14958,15.671007,0.2170495092868805,0.13843420147895813,7.922721862792969,0.9998373266463756,0.0
1419,29,19,123.608657,-123.452207,0.20647281408309937,0.16017016768455505,1.5653800964355469,0.9996816131195074,2.1612071990966797
1420,29,20,-78.400236,175.460467,0.31748202443122864,0.24692153930664062,4.837192535400391,0.999602517217086,3.0000267028808594
1428,29,28,-55.472812,94.200745,0.2871723473072052,0.17103838920593262,11.879375457763672,0.9995101217225768,1.000146508216858
1451,30,1,136.116077,-116.54535,0.22001634538173676,0.16836096346378326,2.8968467712402344,0.9996518696812584,1.301910400390625
1452,30,2,-31.323065,101.285247,0.24843434989452362,0.15598340332508087,8.870155334472656,0.9996645544379711,0.5297107696533203
1478,30,28,110.96113,35.671403,0.24486157298088074,0.1592041403055191,6.524562835693359,0.9996930399100455,0.6151669025421143
1487,30,37,7.273286,-44.531122,0.25484341382980347,0.150075763463974,8.546375274658203,0.9997654800481705,0.4837595522403717
1496,30,46,-67.605467,26.821341,0.22252200543880463,0.15042243897914886,3.6668472290039062,0.9997814923657646,1.2396999597549438
1504,31,4,-93.967773,55.067353,0.273543119430542,0.1715666949748993,8.721019744873047,0.9995966845339008,1.7205597162246704
1514,31,14,51.486946,63.2881,0.22022920846939087,0.14232102036476135,6.604778289794922,0.9997670366569484,0.0
1526,31,26,176.752232,27.848188,0.28978002071380615,0.2035747617483139,5.233837127685547,0.9995475012025596,2.1648266315460205
1544,31,44,-141.693928,29.321298,0.21310490369796753,0.14874890446662903,4.304584503173828,0.9997281327503591,1.2425379753112793
1548,31,48,-76.685963,172.913789,0.24106532335281372,0.1775226593017578,3.8990821838378906,0.9996777322629308,4.999985218048096
1556,32,6,-37.270704,58.203993,0.20902353525161743,0.14130082726478577,3.0340538024902344,0.9998172323019127,2.000075578689575
1564,32,14,-16.887931,178.28605,0.19954447448253632,0.1487109512090683,3.7656936645507812,0.999779511858123,1.999977707862854
1576,32,26,-154.312164,7.516538,0.20773115754127502,0.15331020951271057,4.63421630859375,0.9997435193059707,0.0
1584,32,34,-104.078122,87.936073,0.21106015145778656,0.1469278186559677,2.5273475646972656,0.999696030353127,1.000146508216858
1586,32,36,23.437704,87.238955,0.21163791418075562,0.1374622881412506,3.0497703552246094,0.9997658962220851,2.1835505962371826
1598,32,48,96.872898,91.154639,0.2289380133152008,0.15708471834659576,5.0332183837890625,0.9996820515179982,0.66910320520401
1608,33,8,-101.212893,16.736182,0.2664892077445984,0.16214124858379364,8.185371398925781,0.9995992714115728,2.9999613761901855
1614,33,14,89.885926,47.391782,0.32643255591392517,0.18342070281505585,11.7232666015625,0.9994933895334538,1.121521234512329
1619,33,19,128.881094,-54.128374,0.22587426006793976,0.154975026845932,4.4053802490234375,0.9997119868608847,2.1254117488861084
1637,33,37,-97.447078,-38.017934,0.2910413444042206,0.18043212592601776,6.403324127197266,0.9995771325112144,2.9999613761901855
1644,33,44,-40.852853,147.132568,0.18009218573570251,0.12980176508426666,2.0802078247070312,0.9997965475478885,1.999977707862854
1647,33,47,3.836607,-157.333068,0.20805230736732483,0.15429124236106873,2.6781272888183594,0.9997783676518506,1.7619197368621826
1657,34,7,-37.48825,-132.90476,0.1753218173980713,0.12216568738222122,2.1029434204101562,0.9998061071888624,0.642853319644928
1660,34,10,-21.780073,152.161138,0.24061688780784607,0.14869153499603271,8.688129425048828,0.9996743198977794,2.4492850303649902
1662,34,12,120.541184,103.149308,0.18720261752605438,0.13673655688762665,3.9551315307617188,0.9997295284878802,1.838879108428955
1681,34,31,-120.032284,-143.759753,0.21769027411937714,0.1607646942138672,2.9465293884277344,0.9996064690570763,0.0
1687,34,37,96.588113,-110.866799,0.17797178030014038,0.13660885393619537,1.3842010498046875,0.99979752757849,2.133591651916504
1694,34,44,105.758164,83.717688,0.2354932725429535,0.1511857956647873,6.269187927246094,0.9996314774922871,1.000146508216858
1701,35,1,-138.287739,-48.229053,0.24214337766170502,0.16316105425357819,3.806201934814453,0.9996544532739573,1.2354307174682617
1707,35,7,63.57901,-49.792416,0.2608526647090912,0.16547556221485138,8.693023681640625,0.9997084908225098,0.4068635106086731
1747,35,47,149.909296,-68.544838,0.230392187833786,0.16280514001846313,11.15877914428711,0.9996908794941072,0.7878302335739136
1749,35,49,-37.925363,-6.6001,0.298313707113266,0.17667853832244873,10.778778076171875,0.9996996285135799,0.41495874524116516
1767,36,17,90.078165,-140.085357,0.2370208203792572,0.15639911592006683,6.117450714111328,0.9996442713677753,1.27625572681427
1768,36,18,-175.977938,17.235327,0.2590835690498352,0.1782429814338684,12.283885955810547,0.9996534133830369,0.0
1770,36,20,63.662842,81.416619,0.2348751425743103,0.15396226942539215,5.486675262451172,0.9997121074953699,0.5151028633117676
1773,36,23,-139.297797,-95.258774,0.2278558760881424,0.17329345643520355,3.4997940063476562,0.9996344611226445,0.0
1779,36,29,120.472475,-40.545165,0.2605714797973633,0.15168339014053345,12.171867370605469,0.9996363991587314,1.2069071531295776
1780,36,30,-18.168632,36.301534,0.22081835567951202,0.13765601813793182,5.090930938720703,0.99982339713912,0.2065337896347046
1790,36,40,53.255381,45.331411,0.22573502361774445,0.13033823668956757,8.66375732421875,0.9997774472971216,0.01978234015405178
1797,36,47,-156.532747,-41.736941,0.23345229029655457,0.1616770327091217,3.6575965881347656,0.9996876270355423,0.7770768404006958
1803,37,3,121.377111,-116.851272,0.19257871806621552,0.14977896213531494,1.7171897888183594,0.9997352078023195,1.6178573369979858
1860,38,10,-106.548396,115.943286,0.18296895921230316,0.1356140822172165,5.196514129638672,0.9997406667658942,3.0714128017425537
1863,38,13,60.140664,-113.560471,0.19960686564445496,0.14179107546806335,3.269031524658203,0.9997509766774466,3.511399507522583
1869,38,19,-117.450879,-54.635927,0.2315301150083542,0.15630808472633362,5.291999816894531,0.9996765332905795,2.4063146114349365
1871,38,21,17.061259,-83.066509,0.19228892028331757,0.12649637460708618,5.589221954345703,0.9998165221369567,1.0826361179351807
1880,38,30,-144.68899,68.268658,0.20856964588165283,0.14639854431152344,3.610706329345703,0.99969162725229,1.000146508216858
1897,38,47,-0.866944,-66.821402,0.20542040467262268,0.1334216594696045,4.482597351074219,0.9998256789533111,0.01978234015405178
1907,39,7,134.63107,-40.559558,0.21708373725414276,0.14339801669120789,4.757373809814453,0.9997438385416874,0.7072058320045471
1916,39,16,-28.41236,178.177499,0.1908767819404602,0.14726439118385315,3.5542564392089844,0.9997964778985998,1.289374589920044
1945,39,45,-41.518948,-105.178869,0.1964072287082672,0.1310756504535675,6.891197204589844,0.9997787643745606,0.5446454286575317
1949,39,49,-162.297229,-154.794319,0.7705382108688354,0.5129414796829224,8.979246139526367,0.9942044071412914,1.3700220584869385
1954,40,4,-1.297938,146.449745,0.24226266145706177,0.15359379351139069,5.611396789550781,0.9996445370789093,1.7015737295150757
1977,40,27,-17.010213,-72.878345,0.22761037945747375,0.15012197196483612,4.425331115722656,0.9997732970644354,2.147033452987671
1978,40,28,74.546606,171.231016,0.2360493689775467,0.17201174795627594,3.161510467529297,0.9996702099041745,2.175828456878662
1985,40,35,-86.647324,-163.793231,0.24142199754714966,0.1820220947265625,2.0471458435058594,0.9996625298876334,1.000146508216858
1995,40,45,103.613695,-85.90143,0.212494358420372,0.15978474915027618,2.1973190307617188,0.9997192163884824,1.7015737295150757
2003,41,3,58.171165,-24.004539,0.26128047704696655,0.1508909910917282,9.50137710571289,0.9997361244763071,1.166675090789795
2016,41,16,-100.912258,57.388553,0.24716432392597198,0.16078037023544312,6.390132904052734,0.9996450646873606,2.096578359603882
2031,41,31,4.805181,-133.287531,0.18790093064308167,0.1335037350654602,2.826019287109375,0.9998143604010442,1.000146508216858
2047,41,47,25.00036,-110.790606,0.19489216804504395,0.1256456971168518,3.9160728454589844,0.9997810225165732,1.6773643493652344
2067,42,17,29.230466,-9.536981,0.25468412041664124,0.16744369268417358,4.3786163330078125,0.9997799771212467,1.0108500719070435
2071,42,21,103.502065,-123.05044,0.191591277718544,0.1498236358165741,1.57757568359375,0.9997528116599123,0.0
2108,43,8,-37.935196,165.201734,0.17832717299461365,0.13267524540424347,2.4574050903320312,0.9998116858859194,3.1206068992614746
2118,43,18,95.016191,31.480137,0.24648770689964294,0.16383354365825653,5.009925842285156,0.9996931204165621,2.574582576751709
